"complications.hospitals","MORT_30_STK","MORT_30_STK_Standard.Error","COMP_HIP_KNEE","COMP_HIP_KNEE_Standard.Error","MORT_30_CABG","MORT_30_CABG_Standard.Error","PSI_10_POST_KIDNEY","PSI_10_POST_KIDNEY_Standard.Error","PSI_12_POSTOP_PULMEMB_DVT","PSI_12_POSTOP_PULMEMB_DVT_Standard.Error","PSI_14_POSTOP_DEHIS","PSI_14_POSTOP_DEHIS_Standard.Error","PSI_4_SURG_COMP","PSI_4_SURG_COMP_Standard.Error","PSI_6_IAT_PTX","PSI_6_IAT_PTX_Standard.Error","PSI_90_SAFETY","PSI_90_SAFETY_Standard.Error"
210060,"13.2",2.70408163265306,"2.7",1.02040816326531,NA,NA,"1.11",0.489795918367347,"3.88",1.74489795918367,"2.21",1.16836734693878,NA,NA,"0.38",0.153061224489796,"1.02",0.198979591836735
210061,"14.4",1.83673469387755,"3.5",0.86734693877551,NA,NA,"1.10",0.48469387755102,"4.89",1.48469387755102,"2.11",1.14285714285714,"129.60",23.1530612244898,"0.41",0.147959183673469,"1.17",0.173469387755102
210062,"12.2",1.47959183673469,"3.4",0.86734693877551,NA,NA,"1.07",0.479591836734694,"5.30",1.40816326530612,"2.16",1.15816326530612,"148.13",21.8928571428571,"0.35",0.13265306122449,"0.99",0.163265306122449
210063,"17.3",1.63265306122449,"1.9",0.306122448979592,"2.0",0.816326530612245,"1.09",0.408163265306122,"2.01",1.00510204081633,"1.91",1.08673469387755,"116.77",18.984693877551,"0.46",0.127551020408163,"0.81",0.11734693877551
210064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.37",0.147959183673469,"1.00",0.209183673469388
210065,"13.3",2.24489795918367,NA,NA,NA,NA,"1.11",0.489795918367347,"4.54",1.72959183673469,NA,NA,NA,NA,"0.38",0.153061224489796,"0.97",0.198979591836735
220001,"13.8",1.98979591836735,"3.6",1.12244897959184,NA,NA,"1.11",0.48469387755102,"4.58",1.62244897959184,"2.20",1.16836734693878,NA,NA,"0.41",0.147959183673469,"0.99",0.188775510204082
220002,"12.3",1.68367346938775,"2.9",0.76530612244898,"2.1",1.12244897959184,"1.24",0.469387755102041,"5.22",1.4030612244898,"2.71",1.14795918367347,"139.42",22.6173469387755,"0.31",0.137755102040816,"1.07",0.163265306122449
220008,"13.8",1.88775510204082,"3.4",0.86734693877551,NA,NA,"1.10",0.48469387755102,"2.94",1.51530612244898,"2.75",1.1530612244898,"141.34",21.9387755102041,"0.35",0.142857142857143,"1.06",0.173469387755102
220010,"13.8",1.58163265306122,"2.9",1.12244897959184,NA,NA,"1.10",0.48469387755102,"5.88",1.55612244897959,"2.18",1.16326530612245,NA,NA,"0.38",0.137755102040816,"0.96",0.168367346938776
220011,"12.4",1.98979591836735,NA,NA,NA,NA,"1.11",0.489795918367347,"4.34",1.69387755102041,"2.21",1.16836734693878,NA,NA,"0.47",0.153061224489796,"1.07",0.193877551020408
220012,"13.1",1.1734693877551,"1.9",0.459183673469388,"2.4",1.27551020408163,"0.97",0.454081632653061,"4.51",1.08163265306122,"2.01",1.11224489795918,"142.24",21.2959183673469,"0.40",0.122448979591837,"0.89",0.127551020408163
220015,"12.6",1.88775510204082,"2.5",0.816326530612245,NA,NA,"1.10",0.48469387755102,"6.21",1.52551020408163,"2.15",1.14795918367347,NA,NA,"0.39",0.147959183673469,"1.01",0.178571428571429
220016,"16.8",2.39795918367347,"3.7",1.37755102040816,NA,NA,"1.11",0.48469387755102,"4.37",1.69897959183673,"2.19",1.15816326530612,NA,NA,"0.37",0.147959183673469,"1.04",0.188775510204082
220017,"13.3",2.09183673469388,"2.7",1.12244897959184,NA,NA,"1.11",0.489795918367347,"3.84",1.72959183673469,"2.22",1.16836734693878,NA,NA,"0.43",0.147959183673469,"1.00",0.198979591836735
220019,"14.5",2.39795918367347,"2.6",0.918367346938776,NA,NA,"1.12",0.48469387755102,"3.97",1.76530612244898,NA,NA,NA,NA,"0.38",0.153061224489796,"0.94",0.198979591836735
220020,"13.7",1.98979591836735,"2.5",0.663265306122449,NA,NA,"1.08",0.479591836734694,"3.83",1.48469387755102,"2.19",1.16326530612245,"150.71",22.4744897959184,"0.34",0.147959183673469,"1.09",0.168367346938775
220024,"14.4",1.98979591836735,"2.8",0.918367346938775,NA,NA,"1.11",0.489795918367347,"4.26",1.67857142857143,"2.18",1.16326530612245,NA,NA,"0.47",0.147959183673469,"1.00",0.188775510204082
220029,"12.9",1.83673469387755,"3.6",0.969387755102041,NA,NA,"1.11",0.48469387755102,"3.35",1.61224489795918,"2.18",1.15816326530612,NA,NA,"0.45",0.142857142857143,"0.88",0.188775510204082
220030,"14.1",2.04081632653061,NA,NA,NA,NA,NA,NA,"4.10",1.79081632653061,NA,NA,NA,NA,"0.38",0.153061224489796,"0.96",0.204081632653061
220031,"15.1",1.93877551020408,"3.7",1.27551020408163,"2.9",1.78571428571429,"0.97",0.459183673469388,"5.87",1.19897959183673,"1.99",1.11224489795918,"150.50",18.2857142857143,"0.54",0.13265306122449,"1.18",0.127551020408163
220033,"15.4",1.73469387755102,"2.9",0.612244897959184,NA,NA,"1.07",0.474489795918367,"3.92",1.33163265306122,"2.17",1.15816326530612,"131.33",23.4285714285714,"0.33",0.13265306122449,"1.00",0.158163265306122
220035,"12.1",1.3265306122449,"3.7",0.663265306122449,"2.7",1.37755102040816,"1.17",0.459183673469388,"4.69",1.22448979591837,"2.03",1.11734693877551,"159.77",22.3010204081633,"0.40",0.13265306122449,"0.91",0.137755102040816
220036,"15.9",2.09183673469388,"2.8",0.969387755102041,"2.6",0.969387755102041,"1.18",0.423469387755102,"3.67",1.22448979591837,"1.96",1.0969387755102,"134.77",20.6428571428571,"0.54",0.137755102040816,"0.81",0.142857142857143
220046,"13.3",1.3265306122449,"2.8",0.612244897959184,NA,NA,"1.03",0.469387755102041,"3.35",1.22959183673469,"1.95",1.09183673469388,"162.33",21.484693877551,"0.44",0.127551020408163,"0.93",0.137755102040816
220049,"15.5",2.39795918367347,"2.7",0.918367346938775,NA,NA,"1.12",0.489795918367347,"3.88",1.73979591836735,NA,NA,NA,NA,"0.37",0.153061224489796,"0.94",0.198979591836735
220052,"16.7",2.24489795918367,"2.6",0.86734693877551,NA,NA,"1.08",0.479591836734694,"4.27",1.56632653061225,"2.17",1.15816326530612,"138.26",22.6377551020408,"0.69",0.142857142857143,"1.21",0.173469387755102
220058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"1.00",0.204081632653061
220060,"13.4",1.73469387755102,"2.5",0.510204081632653,NA,NA,"1.07",0.479591836734694,"4.35",1.40816326530612,"2.14",1.14795918367347,"149.74",24.265306122449,"0.32",0.142857142857143,"0.93",0.158163265306122
220062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.35",0.147959183673469,"0.98",0.204081632653061
220063,"12.6",1.58163265306122,"2.5",0.561224489795918,NA,NA,"1.23",0.469387755102041,"4.23",1.25510204081633,"2.10",1.14285714285714,"114.68",21.3775510204082,"0.46",0.127551020408163,"1.13",0.142857142857143
220065,"14.8",2.29591836734694,"4.0",1.37755102040816,NA,NA,"1.11",0.489795918367347,"3.93",1.75510204081633,NA,NA,NA,NA,"0.37",0.153061224489796,"1.03",0.193877551020408
220066,"14.3",1.68367346938776,"3.1",0.918367346938776,NA,NA,"1.03",0.474489795918367,"2.41",1.37244897959184,"2.55",1.11224489795918,"141.40",22.2091836734694,"0.48",0.137755102040816,"1.04",0.147959183673469
220070,"12.9",1.68367346938775,"4.4",1.1734693877551,NA,NA,"1.07",0.479591836734694,"4.68",1.45408163265306,"2.11",1.14285714285714,"125.42",22.3367346938775,"0.56",0.142857142857143,"1.03",0.163265306122449
220071,"14.7",0.969387755102042,"2.1",0.408163265306122,"2.7",0.86734693877551,"1.00",0.316326530612245,"5.27",0.642857142857143,"1.33",0.908163265306122,"135.18",12.0918367346939,"0.29",0.0969387755102041,"0.83",0.0714285714285714
220073,"13.6",1.68367346938775,"3.8",1.07142857142857,NA,NA,"1.10",0.489795918367347,"3.07",1.54591836734694,"2.69",1.14285714285714,NA,NA,"0.40",0.142857142857143,"0.87",0.183673469387755
220074,"12.0",1.02040816326531,"2.9",0.714285714285714,"1.9",0.816326530612245,"0.86",0.428571428571429,"4.16",1.01020408163265,"1.82",1.06122448979592,"139.87",18.0051020408163,"0.53",0.112244897959184,"0.84",0.11734693877551
220075,NA,NA,NA,NA,NA,NA,"1.08",0.48469387755102,"3.41",1.62755102040816,NA,NA,NA,NA,"0.45",0.153061224489796,"0.76",0.173469387755102
220077,"14.9",1.12244897959184,"2.1",0.459183673469388,"2.7",0.76530612244898,"1.34",0.38265306122449,"2.95",0.877551020408163,"1.77",1.04591836734694,"146.70",16.3214285714286,"0.21",0.112244897959184,"0.80",0.102040816326531
220080,"13.7",1.73469387755102,"3.1",0.816326530612245,NA,NA,"1.08",0.479591836734694,"3.54",1.42857142857143,"2.16",1.1530612244898,"134.05",23.5969387755102,"0.31",0.137755102040816,"0.80",0.168367346938775
220083,"13.6",2.19387755102041,"3.3",1.1734693877551,NA,NA,"1.11",0.489795918367347,"3.93",1.75,"2.21",1.1734693877551,NA,NA,"0.38",0.153061224489796,"0.92",0.198979591836735
220084,"11.4",1.68367346938775,"2.0",0.612244897959184,NA,NA,"1.09",0.48469387755102,"4.99",1.58673469387755,"2.17",1.16326530612245,NA,NA,"0.35",0.147959183673469,"1.03",0.183673469387755
220086,"14.8",1.3265306122449,"3.4",0.663265306122449,"3.1",0.969387755102041,"1.59",0.38265306122449,"3.94",0.816326530612245,"1.60",1,"142.79",14.1326530612245,"0.48",0.112244897959184,"0.83",0.0969387755102041
220088,NA,NA,"1.9",0.204081632653061,NA,NA,"1.01",0.469387755102041,"2.68",1.00510204081633,NA,NA,"125.67",23.8214285714286,"0.36",0.147959183673469,"0.73",0.127551020408163
220090,"15.5",2.09183673469388,"3.5",0.969387755102041,NA,NA,"1.09",0.48469387755102,"5.32",1.55612244897959,"2.17",1.15816326530612,NA,NA,"0.48",0.137755102040816,"1.03",0.178571428571429
220095,"13.4",2.19387755102041,"3.5",1.1734693877551,NA,NA,NA,NA,"4.38",1.69897959183673,"2.23",1.16836734693878,NA,NA,"0.49",0.147959183673469,"0.99",0.204081632653061
220098,"14.0",2.3469387755102,"3.5",1.1734693877551,NA,NA,"1.12",0.489795918367347,"4.09",1.79081632653061,NA,NA,NA,NA,"0.38",0.153061224489796,"0.95",0.204081632653061
220100,"14.5",1.3265306122449,"2.8",0.561224489795918,NA,NA,"1.21",0.459183673469388,"4.91",1.13265306122449,"1.93",1.0969387755102,"138.97",19.3061224489796,"0.28",0.11734693877551,"1.07",0.142857142857143
220101,"12.5",1.53061224489796,"2.5",0.510204081632653,NA,NA,"1.05",0.474489795918367,"4.38",1.28061224489796,"2.09",1.13775510204082,"127.82",23.5816326530612,"0.36",0.137755102040816,"0.91",0.147959183673469
220105,"12.0",1.58163265306122,"2.6",0.714285714285714,NA,NA,"1.05",0.474489795918367,"5.39",1.4234693877551,"2.07",1.13265306122449,"134.35",22.969387755102,"0.33",0.142857142857143,"0.91",0.158163265306122
220108,"13.3",2.09183673469388,"2.0",0.612244897959184,NA,NA,"1.10",0.48469387755102,"3.61",1.54081632653061,"2.12",1.14795918367347,NA,NA,"0.35",0.147959183673469,"1.12",0.178571428571429
220110,"13.7",1.22448979591837,"2.0",0.408163265306122,"2.1",0.714285714285714,"0.88",0.311224489795918,"4.93",0.668367346938776,"1.73",0.913265306122449,"126.72",13.3979591836735,"0.45",0.107142857142857,"0.76",0.0714285714285714
220111,"13.6",1.73469387755102,"3.0",0.816326530612245,NA,NA,"1.27",0.479591836734694,"3.42",1.4030612244898,"2.58",1.11734693877551,"134.16",23.2448979591837,"0.45",0.137755102040816,"1.00",0.158163265306122
220116,"15.2",1.93877551020408,"2.8",0.76530612244898,"2.4",0.76530612244898,"1.51",0.423469387755102,"3.25",1.0969387755102,"2.52",1.10714285714286,"126.99",17.6989795918367,"0.42",0.127551020408163,"1.02",0.127551020408163
220119,"11.3",1.88775510204082,"2.5",0.714285714285714,NA,NA,"1.05",0.474489795918367,"5.52",1.43877551020408,"2.14",1.14795918367347,NA,NA,"0.34",0.147959183673469,"0.87",0.158163265306122
220126,"14.7",1.78571428571429,"2.7",0.918367346938775,NA,NA,"1.10",0.48469387755102,"3.77",1.47448979591837,"3.34",1.1530612244898,NA,NA,"0.32",0.142857142857143,"0.87",0.173469387755102
220135,"10.8",1.53061224489796,"3.9",0.714285714285714,NA,NA,"1.08",0.479591836734694,"5.23",1.46428571428571,"2.14",1.1530612244898,NA,NA,"0.38",0.142857142857143,"1.18",0.168367346938776
220163,"14.2",1.22448979591837,"2.3",0.612244897959184,"2.4",0.86734693877551,"1.17",0.397959183673469,"6.84",0.923469387755102,"3.07",1.02040816326531,"166.02",16.2091836734694,"0.48",0.112244897959184,"1.18",0.102040816326531
220171,"13.9",1.1734693877551,"3.9",0.612244897959184,"2.2",0.918367346938775,"0.94",0.377551020408163,"4.34",0.913265306122449,"2.11",1.01020408163265,"173.69",16.4234693877551,"0.36",0.11734693877551,"0.99",0.0918367346938775
220175,"15.9",1.78571428571428,"2.6",0.86734693877551,NA,NA,"1.29",0.479591836734694,"3.35",1.48469387755102,"2.14",1.1530612244898,"125.55",22.280612244898,"0.36",0.142857142857143,"0.96",0.168367346938776
220176,"14.3",1.98979591836735,"2.6",0.714285714285714,"4.7",2.3469387755102,"0.98",0.454081632653061,"5.65",1.34183673469388,"2.10",1.13775510204082,"164.51",21.6275510204082,"0.32",0.137755102040816,"0.97",0.147959183673469
220177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"1.00",0.204081632653061
221300,"14.8",2.44897959183674,"2.8",1.07142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221302,NA,NA,"3.1",1.1734693877551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230002,"14.9",1.3265306122449,"2.6",0.663265306122449,NA,NA,"0.98",0.459183673469388,"5.95",1.20918367346939,"2.60",1.12244897959184,"124.63",20.4387755102041,"0.41",0.127551020408163,"0.91",0.142857142857143
230003,NA,NA,"2.7",0.918367346938775,NA,NA,"1.12",0.489795918367347,"3.99",1.76020408163265,"2.24",1.17857142857143,NA,NA,"0.39",0.153061224489796,"0.95",0.204081632653061
230005,"15.3",2.19387755102041,"2.7",0.918367346938775,NA,NA,"1.10",0.479591836734694,"4.03",1.63265306122449,"2.15",1.1530612244898,NA,NA,"0.37",0.153061224489796,"1.10",0.173469387755102
230013,NA,NA,NA,NA,NA,NA,NA,NA,"4.30",1.83163265306122,NA,NA,NA,NA,"0.40",0.153061224489796,"0.97",0.209183673469388
230015,NA,NA,NA,NA,NA,NA,NA,NA,"4.19",1.81122448979592,NA,NA,NA,NA,"0.39",0.158163265306122,"1.12",0.204081632653061
230017,"15.8",1.47959183673469,"2.0",0.459183673469388,"3.7",1.73469387755102,"0.88",0.428571428571429,"4.43",1.0765306122449,"2.00",1.11224489795918,"167.47",20.6428571428571,"0.40",0.127551020408163,"0.88",0.122448979591837
230019,"12.0",1.02040816326531,"2.6",0.459183673469388,"1.8",0.765306122448979,"1.68",0.408163265306122,"6.16",0.903061224489796,"1.82",1.06122448979592,"119.79",17.7397959183673,"0.39",0.11734693877551,"1.12",0.0969387755102041
230020,"14.4",1.3265306122449,"2.4",0.561224489795918,"2.7",0.816326530612245,"1.37",0.433673469387755,"3.36",0.964285714285714,"2.84",1.06632653061224,"139.53",16.9285714285714,"0.32",0.112244897959184,"0.86",0.112244897959184
230021,"13.3",1.58163265306122,"2.3",0.510204081632653,"3.0",1.53061224489796,"0.96",0.448979591836735,"3.19",1.27040816326531,"3.13",1.12244897959184,"153.34",21.4132653061224,"0.49",0.137755102040816,"0.99",0.13265306122449
230022,"15.4",2.29591836734694,"2.8",0.969387755102041,NA,NA,"1.11",0.489795918367347,"4.48",1.71938775510204,"2.21",1.16836734693878,NA,NA,"0.43",0.153061224489796,"0.92",0.188775510204082
230024,"11.5",1.42857142857143,"3.2",0.969387755102041,"4.9",1.88775510204082,"1.04",0.469387755102041,"7.23",1.29591836734694,"2.13",1.14795918367347,"134.84",18.6530612244898,"0.54",0.127551020408163,"1.19",0.153061224489796
230029,"15.8",1.37755102040816,"2.2",0.510204081632653,"4.4",1.98979591836735,"1.09",0.438775510204082,"4.15",1.11224489795918,"2.54",1.11224489795918,"137.63",18.6071428571429,"0.31",0.13265306122449,"0.88",0.127551020408163
230030,"15.3",2.85714285714286,"2.8",0.969387755102041,NA,NA,"1.10",0.48469387755102,"4.18",1.66326530612245,"2.21",1.16326530612245,NA,NA,"0.42",0.153061224489796,"0.85",0.183673469387755
230031,"14.2",2.04081632653061,"2.5",0.663265306122449,NA,NA,"1.07",0.474489795918367,"3.74",1.57142857142857,"2.18",1.15816326530612,NA,NA,"0.36",0.153061224489796,"0.77",0.168367346938776
230035,"14.4",2.55102040816326,"2.8",0.918367346938775,NA,NA,"1.12",0.489795918367347,"4.64",1.75510204081633,"2.23",1.1734693877551,NA,NA,"0.38",0.153061224489796,"1.00",0.198979591836735
230036,"15.8",2.3469387755102,"2.9",0.76530612244898,NA,NA,"1.10",0.48469387755102,"3.17",1.5765306122449,"2.16",1.1530612244898,NA,NA,"0.41",0.142857142857143,"0.97",0.183673469387755
230037,"15.3",2.6530612244898,"2.7",0.918367346938775,NA,NA,"1.11",0.48469387755102,"5.31",1.74489795918367,"2.23",1.1734693877551,NA,NA,"0.38",0.153061224489796,"1.04",0.193877551020408
230038,"15.4",1.12244897959184,"2.2",0.408163265306122,"2.1",0.714285714285714,"0.93",0.377551020408163,"4.20",0.826530612244898,"2.13",1.01530612244898,"110.73",15.4234693877551,"0.31",0.112244897959184,"0.92",0.0918367346938776
230040,"12.6",2.14285714285714,"2.4",0.816326530612245,NA,NA,"1.11",0.489795918367347,"5.86",1.72448979591837,NA,NA,NA,NA,"0.39",0.153061224489796,"1.04",0.193877551020408
230041,"15.0",1.68367346938776,"2.4",0.612244897959184,"2.7",0.969387755102041,"1.09",0.438775510204082,"3.53",1.14795918367347,"2.02",1.11734693877551,"140.52",19.5510204081633,"0.38",0.122448979591837,"1.00",0.137755102040816
230046,"15.8",1.58163265306122,"2.7",0.663265306122449,"1.9",0.86734693877551,"1.00",0.295918367346939,"2.68",0.698979591836735,"2.75",0.964285714285714,"111.66",15.030612244898,"0.30",0.112244897959184,"0.68",0.0714285714285714
230047,"13.3",1.3265306122449,"2.9",0.561224489795918,"3.1",1.42857142857143,"0.99",0.464285714285714,"5.97",1.14795918367347,"2.01",1.11224489795918,"117.64",20.0663265306122,"0.31",0.127551020408163,"1.00",0.13265306122449
230053,"11.9",1.3265306122449,"3.3",0.969387755102041,"2.4",1.37755102040816,"1.22",0.38265306122449,"7.69",0.943877551020408,"2.83",1.06122448979592,"145.55",14.9795918367347,"0.46",0.122448979591837,"1.31",0.102040816326531
230054,"15.8",1.98979591836735,"2.6",0.663265306122449,"2.6",1.07142857142857,"1.01",0.464285714285714,"3.30",1.22448979591837,"2.01",1.11734693877551,"133.02",19.7857142857143,"0.44",0.137755102040816,"0.88",0.153061224489796
230055,"17.3",2.60204081632653,"3.7",1.07142857142857,NA,NA,"1.11",0.489795918367347,"5.47",1.66326530612245,"3.41",1.16326530612245,NA,NA,"0.37",0.147959183673469,"1.01",0.188775510204082
230058,"12.1",2.09183673469388,"2.3",0.714285714285715,NA,NA,"1.12",0.48469387755102,"4.46",1.71938775510204,NA,NA,NA,NA,"0.43",0.153061224489796,"1.08",0.193877551020408
230059,"18.0",2.14285714285714,"2.4",0.663265306122449,NA,NA,"0.96",0.454081632653061,"3.30",1.21938775510204,"3.21",1.13265306122449,"131.39",20.3418367346939,"0.36",0.142857142857143,"1.14",0.13265306122449
230066,"15.6",1.83673469387755,"2.4",0.663265306122449,"2.5",1.53061224489796,"1.45",0.469387755102041,"3.33",1.38265306122449,"2.07",1.13265306122449,"142.69",22.8928571428571,"0.34",0.142857142857143,"1.03",0.147959183673469
230069,"14.0",2.29591836734694,"2.5",0.86734693877551,NA,NA,"1.11",0.489795918367347,"3.83",1.72959183673469,NA,NA,NA,NA,"0.37",0.153061224489796,"0.98",0.193877551020408
230070,"14.2",1.37755102040816,"2.8",0.510204081632653,"4.3",1.47959183673469,"1.09",0.443877551020408,"4.90",1.04081632653061,"3.04",1.10204081632653,"139.23",18.7602040816327,"0.31",0.11734693877551,"1.34",0.122448979591837
230071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.153061224489796,"0.99",0.209183673469388
230072,"13.3",1.93877551020408,"1.9",0.612244897959184,NA,NA,"1.04",0.469387755102041,"2.93",1.51530612244898,"2.20",1.16326530612245,NA,NA,"0.42",0.147959183673469,"0.85",0.163265306122449
230075,"13.2",1.88775510204082,"3.7",0.714285714285714,NA,NA,"1.21",0.464285714285714,"3.83",1.39285714285714,"2.63",1.12755102040816,"143.10",22.3622448979592,"0.44",0.142857142857143,"0.94",0.153061224489796
230077,"14.5",1.63265306122449,"4.3",0.969387755102041,"3.5",1.68367346938776,"1.16",0.454081632653061,"5.22",1.24489795918367,"2.02",1.11734693877551,"162.10",19.4795918367347,"0.40",0.137755102040816,"1.28",0.137755102040816
230078,NA,NA,"2.6",0.918367346938776,NA,NA,"1.12",0.489795918367347,"4.10",1.79081632653061,NA,NA,NA,NA,"0.40",0.153061224489796,"0.96",0.204081632653061
230080,"15.7",2.5,"2.8",0.918367346938775,NA,NA,"1.11",0.48469387755102,"4.44",1.71428571428571,"2.21",1.16836734693878,NA,NA,"0.37",0.147959183673469,"1.03",0.193877551020408
230081,"12.3",2.29591836734694,"3.5",0.969387755102041,NA,NA,"1.11",0.48469387755102,"3.61",1.6734693877551,"2.20",1.16836734693878,NA,NA,"0.37",0.153061224489796,"0.94",0.183673469387755
230085,NA,NA,"3.0",1.1734693877551,NA,NA,"1.12",0.489795918367347,"4.15",1.80102040816327,NA,NA,NA,NA,"0.39",0.158163265306122,"1.04",0.204081632653061
230089,"13.3",1.78571428571429,"2.2",0.612244897959184,NA,NA,"1.05",0.474489795918367,"5.20",1.34183673469388,"2.13",1.14795918367347,"127.15",23.9642857142857,"0.31",0.137755102040816,"0.86",0.147959183673469
230092,"12.4",1.42857142857143,"3.2",0.714285714285714,"3.1",1.78571428571429,"1.42",0.469387755102041,"2.64",1.22959183673469,"2.02",1.11734693877551,"131.37",21.0612244897959,"0.40",0.127551020408163,"1.01",0.147959183673469
230093,"13.7",2.44897959183674,"2.7",1.02040816326531,NA,NA,"1.10",0.48469387755102,"3.93",1.75,"2.24",1.17857142857143,NA,NA,"0.39",0.153061224489796,"1.00",0.198979591836735
230095,"16.5",2.90816326530612,"2.3",0.663265306122449,NA,NA,"1.10",0.48469387755102,"4.02",1.63265306122449,"2.20",1.16836734693878,NA,NA,"0.43",0.147959183673469,"1.16",0.178571428571429
230096,NA,NA,"2.7",0.918367346938775,NA,NA,"1.11",0.489795918367347,"4.04",1.78061224489796,"2.23",1.1734693877551,NA,NA,"0.39",0.153061224489796,"0.94",0.198979591836735
230097,"13.6",1.3265306122449,"1.6",0.306122448979592,"2.6",0.969387755102041,"1.67",0.403061224489796,"3.63",0.943877551020408,"2.85",1.06122448979592,"128.87",20.0357142857143,"0.35",0.122448979591837,"1.24",0.107142857142857
230099,"13.2",1.88775510204082,"2.7",0.816326530612245,NA,NA,"1.08",0.48469387755102,"4.93",1.58163265306122,"2.14",1.1530612244898,NA,NA,"0.34",0.142857142857143,"0.97",0.173469387755102
230100,NA,NA,"2.3",0.86734693877551,NA,NA,"1.12",0.489795918367347,"4.44",1.71428571428571,"2.22",1.16836734693878,NA,NA,"0.39",0.153061224489796,"0.98",0.198979591836735
230104,"12.6",1.93877551020408,"2.8",0.969387755102041,"3.9",1.83673469387755,"0.92",0.443877551020408,"5.36",1.18367346938775,"2.03",1.11734693877551,"135.68",19.1785714285714,"0.33",0.13265306122449,"1.15",0.137755102040816
230105,"14.5",1.78571428571429,"2.4",0.561224489795918,"2.4",1.22448979591837,"1.00",0.428571428571429,"2.67",1.16326530612245,"1.99",1.11224489795918,"111.33",20.9642857142857,"0.50",0.127551020408163,"0.81",0.127551020408163
230108,"15.3",2.6530612244898,"3.1",1.12244897959184,NA,NA,"1.11",0.48469387755102,"4.68",1.76020408163265,NA,NA,NA,NA,"0.39",0.158163265306122,"1.01",0.198979591836735
230110,"15.5",2.3469387755102,"2.5",0.76530612244898,NA,NA,"1.11",0.48469387755102,"4.30",1.68877551020408,"2.20",1.16836734693878,NA,NA,"0.38",0.153061224489796,"0.91",0.188775510204082
230117,"18.9",1.73469387755102,"2.7",0.612244897959184,"3.4",1.22448979591837,"1.13",0.418367346938776,"2.43",1.04591836734694,"2.51",1.10204081632653,"168.41",18.9642857142857,"0.29",0.127551020408163,"0.77",0.11734693877551
230118,"13.9",2.29591836734694,"3.4",1.02040816326531,NA,NA,"1.11",0.489795918367347,"3.97",1.76020408163265,NA,NA,NA,NA,"0.37",0.153061224489796,"0.99",0.188775510204082
230121,"14.5",2.80612244897959,"2.4",0.816326530612245,NA,NA,"1.10",0.489795918367347,"6.26",1.68367346938776,"2.19",1.16326530612245,NA,NA,"0.37",0.153061224489796,"1.06",0.188775510204082
