"complications.hospitals","MORT_30_STK","MORT_30_STK_Standard.Error","COMP_HIP_KNEE","COMP_HIP_KNEE_Standard.Error","MORT_30_CABG","MORT_30_CABG_Standard.Error","PSI_10_POST_KIDNEY","PSI_10_POST_KIDNEY_Standard.Error","PSI_12_POSTOP_PULMEMB_DVT","PSI_12_POSTOP_PULMEMB_DVT_Standard.Error","PSI_14_POSTOP_DEHIS","PSI_14_POSTOP_DEHIS_Standard.Error","PSI_4_SURG_COMP","PSI_4_SURG_COMP_Standard.Error","PSI_6_IAT_PTX","PSI_6_IAT_PTX_Standard.Error","PSI_90_SAFETY","PSI_90_SAFETY_Standard.Error"
190079,NA,NA,NA,NA,NA,NA,NA,NA,"4.97",1.81122448979592,NA,NA,NA,NA,"0.39",0.158163265306122,"1.01",0.209183673469388
190081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.158163265306122,"0.99",0.209183673469388
190086,"14.1",2.09183673469388,NA,NA,NA,NA,"1.10",0.489795918367347,"5.54",1.6734693877551,"2.20",1.16326530612245,NA,NA,"0.36",0.147959183673469,"1.31",0.188775510204082
190088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.153061224489796,"0.99",0.209183673469388
190090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.158163265306122,"0.99",0.209183673469388
190098,"16.6",2.60204081632653,"3.1",1.22448979591837,NA,NA,"1.71",0.459183673469388,"7.50",1.32142857142857,"3.80",1.13265306122449,"148.41",19.3673469387755,"0.60",0.142857142857143,"1.57",0.13265306122449
190099,NA,NA,NA,NA,NA,NA,"1.11",0.489795918367347,"4.21",1.81122448979592,NA,NA,NA,NA,"0.39",0.153061224489796,"0.93",0.198979591836735
190102,"13.9",1.47959183673469,"2.3",0.663265306122449,"3.5",1.78571428571429,"0.94",0.448979591836735,"3.02",1.23469387755102,"2.49",1.10204081632653,"127.48",20.5867346938776,"0.49",0.13265306122449,"1.01",0.127551020408163
190106,NA,NA,NA,NA,NA,NA,NA,NA,"4.22",1.81122448979592,NA,NA,NA,NA,"0.39",0.158163265306122,"0.98",0.209183673469388
190111,"13.6",1.12244897959184,"2.3",0.459183673469388,"1.7",0.663265306122449,"0.70",0.357142857142857,"3.55",0.841836734693878,"2.21",1.04081632653061,"140.93",16.9183673469388,"0.47",0.112244897959184,"0.83",0.0816326530612245
190114,"13.9",2.24489795918367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.153061224489796,"0.99",0.204081632653061
190116,"15.9",2.44897959183673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.153061224489796,"0.98",0.204081632653061
190118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.158163265306122,"0.99",0.204081632653061
190125,"12.6",1.47959183673469,"2.1",0.561224489795918,"3.1",1.58163265306122,"0.98",0.459183673469388,"4.09",1.23979591836735,"2.65",1.13265306122449,"125.44",22.8622448979592,"0.42",0.13265306122449,"0.99",0.13265306122449
190128,NA,NA,NA,NA,NA,NA,"1.11",0.489795918367347,"4.73",1.76530612244898,"2.84",1.1734693877551,NA,NA,"0.40",0.153061224489796,"1.21",0.198979591836735
190133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"1.00",0.209183673469388
190140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.158163265306122,"0.99",0.209183673469388
190144,"12.8",2.19387755102041,"3.8",1.3265306122449,NA,NA,"1.11",0.489795918367347,"4.68",1.75510204081633,"2.23",1.1734693877551,NA,NA,"0.43",0.147959183673469,"0.95",0.193877551020408
190145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.158163265306122,"1.00",0.209183673469388
190146,"12.2",1.53061224489796,"2.4",0.714285714285714,"2.7",1.22448979591837,"1.14",0.454081632653061,"4.10",1.29591836734694,"2.00",1.10714285714286,"127.85",21.0612244897959,"0.36",0.137755102040816,"0.91",0.137755102040816
190151,NA,NA,NA,NA,NA,NA,"1.11",0.489795918367347,"4.24",1.82142857142857,NA,NA,NA,NA,"0.39",0.153061224489796,"1.02",0.198979591836735
190160,"11.0",1.53061224489796,"2.3",0.86734693877551,"3.3",1.58163265306122,"1.34",0.454081632653061,"4.80",1.40816326530612,"2.72",1.14795918367347,"136.75",21.3112244897959,"0.35",0.137755102040816,"1.34",0.153061224489796
190164,NA,NA,"2.5",0.86734693877551,NA,NA,"1.11",0.48469387755102,"4.03",1.77040816326531,"2.21",1.1734693877551,NA,NA,"0.38",0.153061224489796,"1.07",0.188775510204082
190167,"13.1",2.14285714285714,"2.4",0.86734693877551,NA,NA,"1.10",0.48469387755102,"4.40",1.70918367346939,"2.79",1.16326530612245,NA,NA,"0.42",0.147959183673469,"0.92",0.183673469387755
190176,"15.0",2.44897959183674,"2.9",1.02040816326531,NA,NA,"1.50",0.454081632653061,"6.17",1.39795918367347,"2.11",1.14285714285714,"138.08",19.5357142857143,"0.39",0.147959183673469,"1.30",0.137755102040816
190177,"13.1",1.63265306122449,"2.9",1.07142857142857,"3.2",1.88775510204082,"1.04",0.474489795918367,"3.72",1.56632653061224,"2.21",1.16836734693878,NA,NA,"0.35",0.142857142857143,"0.92",0.168367346938776
190183,NA,NA,"3.2",1.22448979591837,NA,NA,"1.10",0.48469387755102,"4.71",1.76530612244898,NA,NA,NA,NA,"0.45",0.153061224489796,"1.00",0.193877551020408
190184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"0.99",0.209183673469388
190190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"1.00",0.204081632653061
190199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.158163265306122,"1.00",0.209183673469388
190201,NA,NA,"2.9",0.969387755102041,NA,NA,"1.32",0.48469387755102,"3.84",1.72959183673469,"2.21",1.16836734693878,NA,NA,"0.39",0.153061224489796,"1.05",0.188775510204082
190202,"12.9",2.09183673469388,"3.1",1.12244897959184,NA,NA,"1.08",0.48469387755102,"6.39",1.61734693877551,"2.21",1.16836734693878,NA,NA,"0.36",0.153061224489796,"1.05",0.188775510204082
190204,"13.3",2.39795918367347,"2.8",1.07142857142857,NA,NA,"1.10",0.48469387755102,"4.05",1.63265306122449,"2.17",1.15816326530612,NA,NA,"0.47",0.147959183673469,"1.10",0.183673469387755
190205,"13.4",2.3469387755102,NA,NA,"3.5",1.27551020408163,"1.11",0.418367346938775,"2.46",1.38775510204082,"2.21",1.16836734693878,"152.39",21.9336734693878,"0.42",0.147959183673469,"1.05",0.142857142857143
190208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"1.00",0.209183673469388
190218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",0.158163265306122,"0.99",0.209183673469388
190236,"15.4",1.88775510204082,"2.3",0.714285714285715,NA,NA,"1.05",0.474489795918367,"3.10",1.42857142857143,"2.14",1.1530612244898,"158.80",23.2959183673469,"0.38",0.142857142857143,"1.08",0.153061224489796
190241,NA,NA,NA,NA,NA,NA,"1.11",0.489795918367347,"4.24",1.82142857142857,NA,NA,NA,NA,"0.40",0.153061224489796,"0.95",0.204081632653061
190242,NA,NA,"2.7",1.12244897959184,NA,NA,"1.11",0.48469387755102,"5.34",1.75,NA,NA,NA,NA,"0.45",0.153061224489796,"1.18",0.193877551020408
190245,NA,NA,NA,NA,NA,NA,"1.11",0.489795918367347,"4.10",1.78571428571429,"2.23",1.16836734693878,NA,NA,"0.40",0.153061224489796,"0.96",0.193877551020408
190246,NA,NA,"2.3",0.816326530612245,NA,NA,"1.11",0.489795918367347,"4.03",1.77551020408163,NA,NA,NA,NA,"0.39",0.158163265306122,"0.94",0.204081632653061
190251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.97",0.204081632653061
190255,NA,NA,"2.4",0.918367346938776,NA,NA,"1.12",0.48469387755102,"4.10",1.79081632653061,NA,NA,NA,NA,"0.40",0.153061224489796,"0.96",0.198979591836735
190256,NA,NA,NA,NA,NA,NA,"1.12",0.489795918367347,"4.26",1.82142857142857,NA,NA,NA,NA,"0.40",0.153061224489796,"0.98",0.204081632653061
190259,NA,NA,"2.5",0.918367346938775,NA,NA,"1.11",0.489795918367347,"4.49",1.72448979591837,NA,NA,NA,NA,"0.39",0.158163265306122,"0.92",0.188775510204082
190263,NA,NA,NA,NA,"5.2",1.58163265306122,"1.13",0.448979591836735,"4.46",1.60204081632653,NA,NA,NA,NA,"0.36",0.147959183673469,"0.95",0.178571428571429
190266,NA,NA,NA,NA,NA,NA,"1.11",0.489795918367347,"3.90",1.74489795918367,NA,NA,NA,NA,"0.39",0.158163265306122,"0.88",0.193877551020408
190267,NA,NA,"2.5",0.969387755102041,NA,NA,"1.12",0.489795918367347,"4.26",1.82142857142857,NA,NA,NA,NA,"0.40",0.153061224489796,"1.04",0.204081632653061
190268,NA,NA,"2.7",1.07142857142857,NA,NA,"1.12",0.489795918367347,"4.26",1.8265306122449,NA,NA,NA,NA,"0.40",0.153061224489796,"0.99",0.204081632653061
190270,NA,NA,"3.0",0.86734693877551,NA,NA,"1.31",0.48469387755102,"3.78",1.71938775510204,"2.25",1.17857142857143,NA,NA,"0.39",0.158163265306122,"1.05",0.183673469387755
190274,"15.2",2.6530612244898,"2.6",1.02040816326531,NA,NA,"1.27",0.474489795918367,"5.25",1.54081632653061,"2.16",1.1530612244898,"138.89",22.1683673469388,"0.43",0.147959183673469,"1.16",0.163265306122449
190278,NA,NA,"2.1",0.510204081632653,NA,NA,"1.10",0.48469387755102,"3.75",1.5765306122449,NA,NA,NA,NA,"0.38",0.153061224489796,"0.81",0.178571428571429
190297,NA,NA,"3.5",1.22448979591837,NA,NA,NA,NA,"4.70",1.76530612244898,NA,NA,NA,NA,"0.39",0.158163265306122,"1.01",0.204081632653061
190298,NA,NA,"2.3",0.459183673469388,NA,NA,"1.08",0.48469387755102,"3.42",1.5,"2.21",1.16836734693878,NA,NA,"0.39",0.153061224489796,"0.75",0.168367346938776
190303,NA,NA,"2.7",0.918367346938775,NA,NA,"1.10",0.48469387755102,"4.70",1.76020408163265,NA,NA,NA,NA,"0.40",0.153061224489796,"0.92",0.193877551020408
190307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.00",0.209183673469388
190308,"14.6",2.80612244897959,NA,NA,NA,NA,"1.11",0.48469387755102,"4.08",1.79081632653061,NA,NA,NA,NA,"0.38",0.158163265306122,"1.10",0.198979591836735
190312,NA,NA,NA,NA,NA,NA,NA,NA,"4.21",1.81122448979592,NA,NA,NA,NA,"0.39",0.153061224489796,"0.98",0.204081632653061
190313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"0.99",0.209183673469388
191301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191312,"14.4",2.60204081632653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200001,"14.3",2.24489795918367,"3.3",0.816326530612245,NA,NA,"1.10",0.479591836734694,"4.55",1.52040816326531,"2.13",1.14795918367347,NA,NA,"0.47",0.153061224489796,"1.10",0.168367346938775
200008,"17.3",2.5,"2.3",0.459183673469388,NA,NA,"1.05",0.474489795918367,"3.15",1.34183673469388,"2.12",1.14285714285714,NA,NA,"0.35",0.147959183673469,"0.77",0.147959183673469
200009,"17.5",1.53061224489796,"2.2",0.408163265306122,"2.9",0.816326530612245,"1.02",0.372448979591837,"3.95",0.801020408163265,"2.84",0.98469387755102,"146.93",16.1326530612245,"0.55",0.112244897959184,"0.80",0.0918367346938775
200018,"15.8",2.70408163265306,"2.9",0.969387755102041,NA,NA,"1.10",0.48469387755102,"3.79",1.71938775510204,"2.19",1.16326530612245,NA,NA,"0.37",0.153061224489796,"0.97",0.193877551020408
200019,"17.3",2.04081632653061,"3.0",0.816326530612245,NA,NA,"1.10",0.48469387755102,"4.19",1.55102040816327,"2.14",1.14795918367347,NA,NA,"0.34",0.142857142857143,"1.26",0.178571428571429
200020,"13.3",2.09183673469388,"3.2",0.969387755102041,NA,NA,"1.10",0.48469387755102,"3.30",1.60204081632653,"2.17",1.15816326530612,NA,NA,"0.35",0.147959183673469,"0.99",0.183673469387755
200021,"15.7",2.24489795918367,"3.1",1.02040816326531,NA,NA,"1.11",0.489795918367347,"3.57",1.66836734693878,"2.19",1.16326530612245,NA,NA,"0.41",0.142857142857143,"0.95",0.188775510204082
200024,"14.1",2.04081632653061,"2.3",0.714285714285715,"4.0",1.88775510204082,"1.15",0.454081632653061,"3.62",1.28061224489796,"2.54",1.10714285714286,"163.39",22.3163265306123,"0.35",0.137755102040816,"1.27",0.147959183673469
200031,"15.8",2.6530612244898,"3.0",0.969387755102041,NA,NA,"1.11",0.489795918367347,"3.83",1.72959183673469,"2.21",1.16836734693878,NA,NA,"0.38",0.153061224489796,"0.96",0.193877551020408
200033,"15.8",1.58163265306122,"2.5",0.612244897959184,"3.9",1.42857142857143,"0.81",0.413265306122449,"3.89",0.979591836734694,"1.82",1.06122448979592,"166.24",16.3469387755102,"0.31",0.11734693877551,"0.82",0.11734693877551
200034,"16.2",2.44897959183674,"3.4",0.86734693877551,NA,NA,"1.09",0.48469387755102,"4.23",1.55612244897959,"2.19",1.16326530612245,NA,NA,"0.42",0.147959183673469,"0.95",0.173469387755102
200037,"15.8",2.55102040816327,"3.0",1.22448979591837,NA,NA,"1.09",0.479591836734694,"4.00",1.77040816326531,NA,NA,NA,NA,"0.38",0.153061224489796,"0.93",0.193877551020408
200039,"16.7",1.93877551020408,"2.4",0.714285714285714,NA,NA,"1.04",0.474489795918367,"3.41",1.39795918367347,"2.13",1.14795918367347,"126.12",23.3163265306122,"0.38",0.142857142857143,"0.99",0.153061224489796
200041,"14.6",2.39795918367347,"2.3",0.76530612244898,NA,NA,"1.11",0.489795918367347,"3.97",1.76020408163265,NA,NA,NA,NA,"0.39",0.153061224489796,"0.97",0.198979591836735
200050,"15.4",2.19387755102041,"4.1",1.27551020408163,NA,NA,"1.10",0.479591836734694,"3.70",1.70408163265306,"2.21",1.16836734693878,NA,NA,"0.38",0.153061224489796,"0.88",0.193877551020408
200052,"15.4",2.90816326530612,"3.0",1.1734693877551,NA,NA,"1.12",0.48469387755102,"4.90",1.80612244897959,NA,NA,NA,NA,"0.39",0.153061224489796,"0.99",0.204081632653061
200063,"13.9",1.93877551020408,"2.7",0.86734693877551,NA,NA,"1.11",0.48469387755102,"4.79",1.66326530612245,"2.20",1.16326530612245,NA,NA,"0.47",0.153061224489796,"1.16",0.188775510204082
201300,"16.7",2.75510204081633,"3.0",1.1734693877551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201302,"13.9",2.19387755102041,"2.8",1.02040816326531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201303,"14.2",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201304,"15.5",2.55102040816327,"2.7",1.02040816326531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201305,"13.5",2.44897959183674,"2.8",1.07142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201306,"14.2",2.6530612244898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201307,NA,NA,"2.8",0.969387755102041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201308,"13.8",2.55102040816327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201309,"14.1",2.44897959183673,"2.7",0.969387755102041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201312,"14.7",2.75510204081633,"2.6",0.969387755102041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201314,"14.7",2.55102040816327,"2.7",0.969387755102041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201315,"15.4",2.6530612244898,"2.6",1.02040816326531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210001,"14.5",1.73469387755102,"2.6",0.561224489795918,NA,NA,"1.05",0.474489795918367,"3.89",1.15816326530612,"2.01",1.11224489795918,"141.58",21.4234693877551,"0.38",0.13265306122449,"0.67",0.122448979591837
210002,"20.8",1.93877551020408,"2.4",0.76530612244898,"1.9",0.714285714285714,"1.55",0.346938775510204,"4.36",0.795918367346939,"1.62",1,"183.42",12.7704081632653,"0.75",0.11734693877551,"1.06",0.086734693877551
210003,"13.8",1.93877551020408,NA,NA,"2.8",1.3265306122449,"1.08",0.48469387755102,"3.09",1.55612244897959,"2.20",1.16836734693878,"149.65",21.4795918367347,"0.34",0.142857142857143,"1.09",0.188775510204082
210004,"12.9",1.37755102040816,"3.2",0.76530612244898,NA,NA,"1.03",0.469387755102041,"4.28",1.21428571428571,"2.54",1.11224489795918,"150.87",20.4897959183673,"0.27",0.127551020408163,"1.10",0.137755102040816
210005,"14.3",1.37755102040816,"2.8",0.561224489795918,NA,NA,"1.21",0.464285714285714,"5.13",1.19387755102041,"4.83",1.12244897959184,"128.91",22.3877551020408,"0.44",0.13265306122449,"0.87",0.137755102040816
210006,"16.7",2.39795918367347,"2.5",0.918367346938775,NA,NA,"1.12",0.489795918367347,"4.32",1.69387755102041,"2.23",1.16836734693878,NA,NA,"0.42",0.153061224489796,"0.95",0.198979591836735
210008,"14.2",2.19387755102041,"2.1",0.408163265306122,NA,NA,"0.97",0.454081632653061,"6.70",1.06632653061224,"1.93",1.09183673469388,"133.32",21.969387755102,"0.43",0.137755102040816,"0.86",0.11734693877551
210009,"11.9",1.58163265306122,NA,NA,"3.1",0.918367346938776,"1.11",0.331632653061224,"6.72",0.75,"1.34",0.913265306122449,"130.85",14.2959183673469,"0.48",0.112244897959184,"1.04",0.0765306122448979
210011,"13.9",1.37755102040816,"3.3",0.714285714285715,NA,NA,"1.02",0.464285714285714,"4.45",1.23979591836735,"2.63",1.12755102040816,"139.12",20.0510204081633,"0.30",0.13265306122449,"1.54",0.142857142857143
210012,"11.6",1.22448979591837,"2.5",0.510204081632653,"2.7",0.969387755102041,"1.26",0.438775510204082,"2.84",1.02551020408163,"1.95",1.10204081632653,"166.77",17.5,"0.40",0.122448979591837,"0.89",0.11734693877551
210013,NA,NA,NA,NA,NA,NA,"1.11",0.48469387755102,"3.85",1.73469387755102,NA,NA,NA,NA,"0.37",0.153061224489796,"0.93",0.193877551020408
210015,"15.3",1.37755102040816,"2.7",0.76530612244898,NA,NA,"0.97",0.454081632653061,"3.94",1.12244897959184,"1.89",1.08163265306122,"132.12",21.0459183673469,"0.38",0.122448979591837,"0.77",0.122448979591837
210016,"14.4",1.73469387755102,"2.8",1.02040816326531,"2.7",1.07142857142857,"0.97",0.459183673469388,"3.93",1.40816326530612,"2.14",1.1530612244898,"141.25",21.5867346938776,"0.36",0.137755102040816,"1.10",0.168367346938775
210017,"16.6",3.01020408163265,"2.6",0.816326530612245,NA,NA,"1.10",0.489795918367347,"3.70",1.69897959183673,"2.22",1.1734693877551,NA,NA,"0.38",0.158163265306122,"0.88",0.193877551020408
210018,"12.2",1.53061224489796,"3.4",0.918367346938776,NA,NA,"1.08",0.48469387755102,"4.75",1.46428571428571,"2.17",1.1530612244898,"151.11",23.0867346938776,"0.37",0.142857142857143,"0.95",0.168367346938776
210019,"10.9",1.1734693877551,"2.0",0.459183673469388,"2.9",0.76530612244898,"1.21",0.408163265306122,"2.71",1.05102040816327,"1.94",1.0969387755102,"128.97",19.515306122449,"0.40",0.127551020408163,"0.65",0.112244897959184
210022,"12.8",1.1734693877551,"2.1",0.408163265306122,"3.4",1.42857142857143,"1.12",0.448979591836735,"3.99",1.12755102040816,"3.18",1.12755102040816,"155.23",21.2244897959184,"0.46",0.127551020408163,"0.87",0.13265306122449
210023,"15.1",1.22448979591837,"2.9",0.357142857142857,NA,NA,"1.05",0.433673469387755,"5.68",0.964285714285715,"2.81",1.06122448979592,"171.34",19.2959183673469,"0.30",0.127551020408163,"0.83",0.107142857142857
210024,"13.9",2.04081632653061,"2.5",0.408163265306122,"3.8",1.12244897959184,"1.01",0.392857142857143,"4.81",1.08673469387755,"2.09",1.13775510204082,"150.00",20.6428571428571,"0.43",0.13265306122449,"0.84",0.11734693877551
210027,"14.1",1.37755102040816,"2.5",0.612244897959184,"2.3",1.1734693877551,"1.00",0.464285714285714,"4.77",1.28061224489796,"2.06",1.12755102040816,"152.90",21.234693877551,"0.38",0.13265306122449,"1.38",0.142857142857143
210028,"14.5",1.93877551020408,"2.2",0.663265306122449,NA,NA,"1.29",0.484693877551021,"2.88",1.5,"2.16",1.1530612244898,NA,NA,"0.46",0.147959183673469,"0.88",0.163265306122449
210029,"15.7",1.68367346938776,"2.8",0.76530612244898,NA,NA,"0.98",0.454081632653061,"3.28",1.21938775510204,"1.98",1.10204081632653,"160.38",20.6632653061225,"0.45",0.13265306122449,"0.77",0.13265306122449
210030,"14.0",2.3469387755102,"2.6",0.86734693877551,NA,NA,"1.11",0.489795918367347,"5.88",1.72448979591837,"2.20",1.16836734693878,NA,NA,"0.38",0.153061224489796,"1.00",0.193877551020408
210032,"13.6",2.04081632653061,"2.7",0.816326530612245,NA,NA,"1.09",0.479591836734694,"4.21",1.55612244897959,"2.12",1.14795918367347,NA,NA,"0.35",0.147959183673469,"0.93",0.163265306122449
210033,"17.1",1.83673469387755,"2.1",0.510204081632653,NA,NA,"1.05",0.469387755102041,"4.11",1.30102040816327,"3.68",1.11734693877551,"156.00",21.3673469387755,"0.45",0.137755102040816,"0.88",0.153061224489796
210034,"14.4",2.29591836734694,"3.2",0.76530612244898,NA,NA,"1.09",0.48469387755102,"5.64",1.45408163265306,"2.17",1.16326530612245,"133.72",24.030612244898,"0.41",0.147959183673469,"1.01",0.168367346938776
210035,"13.3",1.83673469387755,"3.2",1.02040816326531,NA,NA,"1.08",0.479591836734694,"3.59",1.53571428571429,"2.16",1.15816326530612,"153.87",23.4540816326531,"0.35",0.147959183673469,"0.96",0.178571428571429
210037,"15.3",1.58163265306122,"2.6",0.612244897959184,NA,NA,"1.07",0.479591836734694,"5.28",1.40816326530612,"2.11",1.14795918367347,NA,NA,"0.41",0.137755102040816,"0.80",0.153061224489796
210038,"14.0",3.01020408163265,NA,NA,NA,NA,"1.10",0.48469387755102,"4.02",1.63265306122449,"2.21",1.16836734693878,"126.75",23.3877551020408,"0.35",0.147959183673469,"0.94",0.183673469387755
210039,"12.8",1.98979591836735,"3.7",1.22448979591837,NA,NA,"1.11",0.489795918367347,"4.94",1.68367346938776,"2.23",1.1734693877551,NA,NA,"0.36",0.147959183673469,"0.98",0.183673469387755
210040,"14.1",1.53061224489796,"3.0",1.02040816326531,NA,NA,"1.09",0.48469387755102,"3.88",1.48979591836735,"2.74",1.1530612244898,"139.82",21.7704081632653,"0.46",0.142857142857143,"0.90",0.178571428571429
210043,"15.0",1.42857142857143,"2.8",0.663265306122449,NA,NA,"1.28",0.443877551020408,"5.50",1.10204081632653,"1.84",1.06632653061224,"173.22",18.8622448979592,"0.34",0.127551020408163,"1.12",0.11734693877551
210044,"14.4",1.63265306122449,"2.6",0.561224489795918,NA,NA,"1.17",0.454081632653061,"7.41",1.18877551020408,"1.99",1.10714285714286,"134.08",22.1938775510204,"0.58",0.137755102040816,"0.99",0.127551020408163
210045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40",0.153061224489796,"0.98",0.204081632653061
210048,"12.5",1.27551020408163,"4.1",1.02040816326531,NA,NA,"1.07",0.479591836734694,"4.35",1.33163265306122,"2.09",1.13265306122449,"124.16",21.9183673469388,"0.39",0.13265306122449,"0.95",0.153061224489796
210049,"16.2",1.58163265306123,"2.3",0.561224489795918,NA,NA,"1.03",0.469387755102041,"4.67",1.27040816326531,"2.59",1.12244897959184,"134.89",23.780612244898,"0.47",0.13265306122449,"0.94",0.147959183673469
210051,"11.0",1.73469387755102,"3.1",0.969387755102041,NA,NA,"1.05",0.474489795918367,"4.37",1.40816326530612,"2.61",1.12755102040816,"130.67",22.3367346938776,"0.33",0.142857142857143,"1.00",0.163265306122449
210055,"13.0",2.14285714285714,"2.4",0.969387755102041,NA,NA,"1.11",0.489795918367347,"3.65",1.68877551020408,"2.22",1.1734693877551,"123.63",23.1530612244898,"0.36",0.147959183673469,"1.02",0.198979591836735
210056,"15.1",1.93877551020408,"2.8",0.663265306122449,NA,NA,"1.04",0.469387755102041,"3.61",1.27551020408163,"2.70",1.14285714285714,"137.91",21.265306122449,"0.35",0.13265306122449,"0.74",0.122448979591837
210057,"12.2",1.47959183673469,"5.1",0.816326530612245,NA,NA,"1.04",0.469387755102041,"4.89",1.30102040816327,"2.10",1.13775510204082,"136.77",21.3214285714286,"0.43",0.13265306122449,"0.91",0.147959183673469
