"Provider.Number","MORT.30.AMI.Achievement.Threshold","MORT.30.AMI.Benchmark","MORT.30.AMI.Baseline.Rate","MORT.30.AMI.Performance.Rate","MORT.30.AMI.Achievement.Points","MORT.30.AMI.Improvement.Points","MORT.30.AMI.Measure.Score","MORT.30.HF.Achievement.Threshold","MORT.30.HF.Benchmark","MORT.30.HF.Baseline.Rate","MORT.30.HF.Performance.Rate","MORT.30.HF.Achievement.Points","MORT.30.HF.Improvement.Points","MORT.30.HF.Measure.Score","MORT.30.PN.Achievement.Threshold","MORT.30.PN.Benchmark","MORT.30.PN.Baseline.Rate","MORT.30.PN.Performance.Rate","MORT.30.PN.Achievement.Points","MORT.30.PN.Improvement.Points","MORT.30.PN.Measure.Score","PSI.90.Achievement.Threshold","PSI.90.Benchmark","PSI.90.Baseline.Rate","PSI.90.Performance.Rate","PSI.90.Achievement.Points","PSI.90.Improvement.Points","PSI.90.Measure.Score","HAI.1.Achievement.Threshold","HAI.1.Benchmark","HAI.1.Baseline.Rate","HAI.1.Performance.Rate","HAI.1.Achievement.Points","HAI.1.Improvement.Points","HAI.1.Measure.Score","HAI.2.Achievement.Threshold","HAI.2.Benchmark","HAI.2.Baseline.Rate","HAI.2.Performance.Rate","HAI.2.Achievement.Points","HAI.2.Improvement.Points","HAI.2.Measure.Score","Combined.SSI.Measure.Score","HAI.3.Achievement.Threshold","HAI.3.Benchmark","HAI.3.Baseline.Rate","HAI.3.Performance.Rate","HAI.3.Achievement.Points","HAI.3.Improvement.Points","HAI.3.Measure.Score","HAI.4.Achievement.Threshold","HAI.4.Benchmark","HAI.4.Baseline.Rate","HAI.4.Performance.Rate","HAI.4.Achievement.Points","HAI.4.Improvement.Points","HAI.4.Measure.Score","HAI.5.Achievement.Threshold","HAI.5.Benchmark","HAI.5.Baseline.Rate","HAI.5.Performance.Rate","HAI.5.Achievement.Points","HAI.5.Improvement.Points","HAI.5.Measure.Score","HAI.6.Achievement.Threshold","HAI.6.Benchmark","HAI.6.Baseline.Rate","HAI.6.Performance.Rate","HAI.6.Achievement.Points","HAI.6.Improvement.Points","HAI.6.Measure.Score","PC.01.Achievement.Threshold","PC.01.Benchmark","PC.01.Baseline.Rate","PC.01.Performance.Rate","PC.01.Achievement.Points","PC.01.Improvement.Points","PC.01.Measure.Score"
180093,0.850916,0.873053,"0.833708","0.855375","2 out of 10","5 out of 9","5 out of 10",0.883421,0.907656,"0.868051","0.883693","1 out of 10","3 out of 9","3 out of 10",0.88286,0.9079,"0.857003","0.864697","0 out of 10","1 out of 9","1 out of 10",0.964542,0.709498,"0.997850","0.620116","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.775","0.000","10 out of 10","9 out of 9","10 out of 10",0.906,0,"0.720","0.250","7 out of 10","6 out of 9","7 out of 10","1 out of 10",0.824,0,"1.043","0.865","0 out of 10","1 out of 9","1 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.287","1.469","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.555","0.718","1 out of 10","0 out of 9","1 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
180101,0.850916,0.873053,"0.840663","0.871700","Not Available","Not Available","Not Available",0.883421,0.907656,"0.896116","0.881409","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.876563","0.879559","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"0.978461","0.619117","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"1.079","0.640","2 out of 10","4 out of 9","4 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
180102,0.850916,0.873053,"0.836365","0.868986","8 out of 10","8 out of 9","8 out of 10",0.883421,0.907656,"0.860111","0.836860","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.863144","0.893466","4 out of 10","6 out of 9","6 out of 10",0.964542,0.709498,"1.375058","0.624669","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.906,0,"0.848","0.384","6 out of 10","5 out of 9","6 out of 10","0 out of 10",0.824,0,"0.000","1.821","0 out of 10","0 out of 9","0 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"3.651","0.575","3 out of 10","8 out of 9","8 out of 10",0.805,0.004,"0.801","0.659","2 out of 10","1 out of 9","2 out of 10",0.020408,0,"0.060000","0.000000","10 out of 10","9 out of 9","10 out of 10"
180103,0.850916,0.873053,"0.855577","0.864699","6 out of 10","5 out of 9","6 out of 10",0.883421,0.907656,"0.864576","0.870215","0 out of 10","1 out of 9","1 out of 10",0.88286,0.9079,"0.885013","0.888751","3 out of 10","1 out of 9","3 out of 10",0.964542,0.709498,"0.680087","0.589208","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.456","0.000","10 out of 10","9 out of 9","10 out of 10",0.906,0,"0.809","0.851","1 out of 10","0 out of 9","1 out of 10","0 out of 10",0.824,0,"1.043","0.988","0 out of 10","0 out of 9","0 out of 10",0.71,0,"0.256","0.625","2 out of 10","0 out of 9","2 out of 10",0.767,0,"0.880","0.491","4 out of 10","4 out of 9","4 out of 10",0.805,0.004,"1.213","0.864","0 out of 10","2 out of 9","2 out of 10",0.020408,0,"0.051282","0.009569","5 out of 10","8 out of 9","8 out of 10"
180104,0.850916,0.873053,"0.843728","0.842952","0 out of 10","0 out of 9","0 out of 10",0.883421,0.907656,"0.878212","0.842957","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.872528","0.891083","3 out of 10","5 out of 9","5 out of 10",0.964542,0.709498,"0.829813","0.553690","10 out of 10","9 out of 9","10 out of 10",0.369,0,"1.082","0.753","0 out of 10","3 out of 9","3 out of 10",0.906,0,"0.990","0.437","5 out of 10","5 out of 9","5 out of 10","0 out of 10",0.824,0,"0.335","1.215","0 out of 10","0 out of 9","0 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"1.742","2.018","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.814","0.612","3 out of 10","2 out of 9","3 out of 10",0.020408,0,"0.014493","0.019231","1 out of 10","0 out of 9","1 out of 10"
180105,0.850916,0.873053,"0.841751","0.859536","Not Available","Not Available","Not Available",0.883421,0.907656,"0.874940","0.873975","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.886533","0.878356","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"0.940560","0.629750","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.534","0.000","10 out of 10","9 out of 9","10 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
180106,0.850916,0.873053,"0.851269","0.865850","Not Available","Not Available","Not Available",0.883421,0.907656,"0.895090","0.851116","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.876893","0.864279","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"0.910340","0.631022","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"1.086","0.526","4 out of 10","5 out of 9","5 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
180116,0.850916,0.873053,"0.838133","0.867885","7 out of 10","8 out of 9","8 out of 10",0.883421,0.907656,"0.883804","0.882484","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.869875","0.909918","10 out of 10","9 out of 9","10 out of 10",0.964542,0.709498,"0.949216","0.577425","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.855","0.740","0 out of 10","1 out of 9","1 out of 10",0.906,0,"0.000","1.606","0 out of 10","0 out of 9","0 out of 10","Not Available",0.824,0,"1.712","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"1.149","1.262","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.018182","0.000000","10 out of 10","9 out of 9","10 out of 10"
180124,0.850916,0.873053,"0.834686","0.859465","4 out of 10","6 out of 9","6 out of 10",0.883421,0.907656,"0.866805","0.873499","0 out of 10","1 out of 9","1 out of 10",0.88286,0.9079,"0.838944","0.890510","3 out of 10","7 out of 9","7 out of 10",0.964542,0.709498,"0.757973","0.411720","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.906,0,"0.878","0.518","4 out of 10","4 out of 9","4 out of 10","3 out of 10",0.824,0,"0.000","0.603","3 out of 10","0 out of 9","3 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.000","0.120","8 out of 10","0 out of 9","8 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
180127,0.850916,0.873053,"0.856139","0.872290","9 out of 10","9 out of 9","9 out of 10",0.883421,0.907656,"0.876108","0.883519","1 out of 10","2 out of 9","2 out of 10",0.88286,0.9079,"0.894702","0.873962","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"0.933161","0.557004","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.906,0,"0.000","0.388","6 out of 10","0 out of 9","6 out of 10","0 out of 10",0.824,0,"1.546","2.305","0 out of 10","0 out of 9","0 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","0.000","10 out of 10","Not Available","10 out of 10",0.805,0.004,"0.932","0.587","3 out of 10","3 out of 9","3 out of 10",0.020408,0,"0.018519","0.000000","10 out of 10","9 out of 9","10 out of 10"
180128,0.850916,0.873053,"0.853821","0.869826","Not Available","Not Available","Not Available",0.883421,0.907656,"0.878081","0.887235","2 out of 10","3 out of 9","3 out of 10",0.88286,0.9079,"0.869861","0.872481","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"0.935442","0.675914","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"0.736","0.000","10 out of 10","9 out of 9","10 out of 10","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.464","0.954","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.000000","0.000000","Not Available","Not Available","Not Available"
180130,0.850916,0.873053,"0.849741","0.852398","1 out of 10","1 out of 9","1 out of 10",0.883421,0.907656,"0.887499","0.866382","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.875686","0.886592","2 out of 10","3 out of 9","3 out of 10",0.964542,0.709498,"0.812254","0.632468","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.640","0.424","0 out of 10","3 out of 9","3 out of 10",0.906,0,"1.526","1.056","0 out of 10","3 out of 9","3 out of 10","0 out of 10",0.824,0,"0.877","1.147","0 out of 10","0 out of 9","0 out of 10",0.71,0,"0.977","0.684","1 out of 10","2 out of 9","2 out of 10",0.767,0,"0.377","0.262","6 out of 10","3 out of 9","6 out of 10",0.805,0.004,"1.056","1.265","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.038781","0.016393","2 out of 10","5 out of 9","5 out of 10"
180132,0.850916,0.873053,"0.828989","0.857649","3 out of 10","6 out of 9","6 out of 10",0.883421,0.907656,"0.851016","0.851020","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.826340","0.859419","0 out of 10","4 out of 9","4 out of 10",0.964542,0.709498,"0.887122","0.650009","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.307","0.114","7 out of 10","6 out of 9","7 out of 10",0.906,0,"0.579","0.687","3 out of 10","0 out of 9","3 out of 10","0 out of 10",0.824,0,"0.772","1.493","0 out of 10","0 out of 9","0 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"1.976","1.499","0 out of 10","2 out of 9","2 out of 10",0.805,0.004,"0.320","0.338","6 out of 10","0 out of 9","6 out of 10",0.020408,0,"0.020833","0.041667","0 out of 10","0 out of 9","0 out of 10"
180138,0.850916,0.873053,"0.848922","0.862879","Not Available","Not Available","Not Available",0.883421,0.907656,"0.892490","0.889832","3 out of 10","0 out of 9","3 out of 10",0.88286,0.9079,"0.878183","0.891671","4 out of 10","4 out of 9","4 out of 10",0.964542,0.709498,"1.032115","0.752623","8 out of 10","8 out of 9","8 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"0.000","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"1.169","0.732","1 out of 10","3 out of 9","3 out of 10",0.020408,0,"0.122807","0.000000","10 out of 10","9 out of 9","10 out of 10"
180139,0.850916,0.873053,"0.832538","0.856381","Not Available","Not Available","Not Available",0.883421,0.907656,"0.887549","0.861838","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.862030","0.876874","0 out of 10","3 out of 9","3 out of 10",0.964542,0.709498,"0.913590","0.734682","9 out of 10","8 out of 9","9 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.283","0.392","5 out of 10","0 out of 9","5 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
180141,0.850916,0.873053,"0.838353","0.859243","4 out of 10","6 out of 9","6 out of 10",0.883421,0.907656,"0.862945","0.869366","0 out of 10","1 out of 9","1 out of 10",0.88286,0.9079,"0.876284","0.881877","0 out of 10","1 out of 9","1 out of 10",0.964542,0.709498,"0.815986","0.851410","4 out of 10","0 out of 9","4 out of 10",0.369,0,"0.461","0.643","0 out of 10","0 out of 9","0 out of 10",0.906,0,"1.559","1.117","0 out of 10","2 out of 9","2 out of 10","2 out of 10",0.824,0,"2.021","1.708","0 out of 10","1 out of 9","1 out of 10",0.71,0,"0.826","0.569","2 out of 10","3 out of 9","3 out of 10",0.767,0,"3.997","2.622","0 out of 10","3 out of 9","3 out of 10",0.805,0.004,"1.427","1.055","0 out of 10","2 out of 9","2 out of 10",0.020408,0,"0.000000","0.009174","5 out of 10","0 out of 9","5 out of 10"
180143,0.850916,0.873053,"0.856145","0.859306","4 out of 10","1 out of 9","4 out of 10",0.883421,0.907656,"0.876617","0.888724","2 out of 10","3 out of 9","3 out of 10",0.88286,0.9079,"0.889797","0.889784","3 out of 10","0 out of 9","3 out of 10",0.964542,0.709498,"1.022723","0.698518","10 out of 10","9 out of 9","10 out of 10",0.369,0,"1.167","0.894","0 out of 10","2 out of 9","2 out of 10",0.906,0,"2.776","0.000","10 out of 10","9 out of 9","10 out of 10","10 out of 10",0.824,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.000","2.385","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.812","0.537","4 out of 10","3 out of 9","4 out of 10",0.020408,0,"0.225806","0.124011","0 out of 10","4 out of 9","4 out of 10"
190002,0.850916,0.873053,"0.814495","0.832459","0 out of 10","3 out of 9","3 out of 10",0.883421,0.907656,"0.867570","0.869506","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.854767","0.891313","4 out of 10","6 out of 9","6 out of 10",0.964542,0.709498,"0.950843","0.777700","7 out of 10","7 out of 9","7 out of 10",0.369,0,"1.033","0.668","0 out of 10","3 out of 9","3 out of 10",0.906,0,"1.347","0.531","4 out of 10","6 out of 9","6 out of 10","4 out of 10",0.824,0,"0.824","0.473","4 out of 10","4 out of 9","4 out of 10",0.71,0,"0.000","0.461","4 out of 10","0 out of 9","4 out of 10",0.767,0,"0.588","1.721","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.503","0.657","2 out of 10","0 out of 9","2 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
190004,0.850916,0.873053,"0.846472","0.867144","7 out of 10","7 out of 9","7 out of 10",0.883421,0.907656,"0.844183","0.864494","0 out of 10","3 out of 9","3 out of 10",0.88286,0.9079,"0.847578","0.894383","5 out of 10","7 out of 9","7 out of 10",0.964542,0.709498,"0.635486","0.653009","10 out of 10","0 out of 9","10 out of 10",0.369,0,"0.368","0.876","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.622","1.128","0 out of 10","0 out of 9","0 out of 10","5 out of 10",0.824,0,"2.030","0.842","0 out of 10","5 out of 9","5 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.547","0.585","3 out of 10","0 out of 9","3 out of 10",0.805,0.004,"1.035","1.011","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.082840","0.011236","5 out of 10","8 out of 9","8 out of 10"
190005,0.850916,0.873053,"0.847965","0.853407","Not Available","Not Available","Not Available",0.883421,0.907656,"0.890777","0.879602","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.877181","0.883917","Not Available","Not Available","Not Available",0.964542,0.709498,"1.026435","0.740348","8 out of 10","9 out of 9","9 out of 10",0.369,0,"1.041","0.602","0 out of 10","4 out of 9","4 out of 10",0.906,0,"1.747","0.815","1 out of 10","5 out of 9","5 out of 10","2 out of 10",0.824,0,"2.843","2.243","0 out of 10","2 out of 9","2 out of 10",0.71,0,"5.034","4.323","0 out of 10","1 out of 9","1 out of 10",0.767,0,"1.002","1.365","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.373","0.651","2 out of 10","0 out of 9","2 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
190006,0.850916,0.873053,"0.843761","0.866628","Not Available","Not Available","Not Available",0.883421,0.907656,"0.883345","0.880564","Not Available","Not Available","Not Available",0.88286,0.9079,"0.866312","0.898193","Not Available","Not Available","Not Available",0.964542,0.709498,"1.174631","0.576099","10 out of 10","9 out of 9","10 out of 10",0.369,0,"1.257","0.000","10 out of 10","9 out of 9","10 out of 10",0.906,0,"0.943","0.926","0 out of 10","0 out of 9","0 out of 10","0 out of 10",0.824,0,"Not Available","2.606","0 out of 10","Not Available","0 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.000","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.000","0.134","8 out of 10","0 out of 9","8 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
190007,0.850916,0.873053,"0.861085","0.871363","9 out of 10","8 out of 9","9 out of 10",0.883421,0.907656,"0.892054","0.913853","10 out of 10","9 out of 9","10 out of 10",0.88286,0.9079,"0.878068","0.909021","10 out of 10","9 out of 9","10 out of 10",0.964542,0.709498,"0.857944","0.765576","8 out of 10","6 out of 9","8 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.193","0.227","7 out of 10","0 out of 9","7 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
190008,0.850916,0.873053,"0.837907","0.858626","4 out of 10","5 out of 9","5 out of 10",0.883421,0.907656,"0.868747","0.883795","1 out of 10","3 out of 9","3 out of 10",0.88286,0.9079,"0.839703","0.895686","5 out of 10","8 out of 9","8 out of 10",0.964542,0.709498,"0.855857","0.763279","8 out of 10","6 out of 9","8 out of 10",0.369,0,"0.334","0.224","4 out of 10","3 out of 9","4 out of 10",0.906,0,"0.660","0.224","7 out of 10","6 out of 9","7 out of 10","0 out of 10",0.824,0,"0.000","0.966","0 out of 10","0 out of 9","0 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"1.130","0.000","10 out of 10","9 out of 9","10 out of 10",0.805,0.004,"0.824","1.140","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.021008","0.016667","2 out of 10","2 out of 9","2 out of 10"
190011,0.850916,0.873053,"0.848234","0.867275","Not Available","Not Available","Not Available",0.883421,0.907656,"0.879125","0.883470","1 out of 10","1 out of 9","1 out of 10",0.88286,0.9079,"0.882014","0.890120","Not Available","Not Available","Not Available",0.964542,0.709498,"0.969185","0.816722","6 out of 10","5 out of 9","6 out of 10",0.369,0,"3.776","1.117","0 out of 10","7 out of 9","7 out of 10",0.906,0,"1.907","0.579","4 out of 10","6 out of 9","6 out of 10","10 out of 10",0.824,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.000","0.913","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.020408,0,"0.016393","0.196429","0 out of 10","0 out of 9","0 out of 10"
190013,0.850916,0.873053,"0.848265","0.864217","6 out of 10","6 out of 9","6 out of 10",0.883421,0.907656,"0.886797","0.862699","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.870501","0.914493","10 out of 10","9 out of 9","10 out of 10",0.964542,0.709498,"0.953207","0.651400","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"0.380","0.000","10 out of 10","9 out of 9","10 out of 10","10 out of 10",0.824,0,"0.918","0.000","10 out of 10","9 out of 9","10 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"1.402","1.400","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.060606","0.000000","10 out of 10","9 out of 9","10 out of 10"
190014,0.850916,0.873053,"0.830395","0.863681","6 out of 10","7 out of 9","7 out of 10",0.883421,0.907656,"0.855621","0.865062","0 out of 10","1 out of 9","1 out of 10",0.88286,0.9079,"0.842800","0.902587","8 out of 10","9 out of 9","9 out of 10",0.964542,0.709498,"1.127467","0.549367","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"0.000","Not Available","Not Available","Not Available","Not Available","10 out of 10",0.824,0,"Not Available","0.000","10 out of 10","Not Available","10 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.696","0.176","8 out of 10","7 out of 9","8 out of 10",0.020408,0,"0.031746","0.000000","10 out of 10","9 out of 9","10 out of 10"
190015,0.850916,0.873053,"0.836816","0.868459","8 out of 10","8 out of 9","8 out of 10",0.883421,0.907656,"0.904622","0.885313","1 out of 10","0 out of 9","1 out of 10",0.88286,0.9079,"0.887576","0.889220","3 out of 10","0 out of 9","3 out of 10",0.964542,0.709498,"0.745136","0.848229","5 out of 10","0 out of 9","5 out of 10",0.369,0,"0.515","0.401","0 out of 10","2 out of 9","2 out of 10",0.906,0,"0.526","0.750","2 out of 10","0 out of 9","2 out of 10","0 out of 10",0.824,0,"0.311","1.045","0 out of 10","0 out of 9","0 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"2.995","5.019","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.491","0.332","6 out of 10","3 out of 9","6 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
190017,0.850916,0.873053,"0.839843","0.860142","4 out of 10","6 out of 9","6 out of 10",0.883421,0.907656,"0.886531","0.861542","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.873126","0.890781","3 out of 10","5 out of 9","5 out of 10",0.964542,0.709498,"1.008690","0.864459","4 out of 10","4 out of 9","4 out of 10",0.369,0,"0.620","1.575","0 out of 10","0 out of 9","0 out of 10",0.906,0,"1.629","1.662","0 out of 10","0 out of 9","0 out of 10","2 out of 10",0.824,0,"0.000","0.676","2 out of 10","0 out of 9","2 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"2.796","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.469","0.864","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.028571","0.000000","10 out of 10","9 out of 9","10 out of 10"
190019,0.850916,0.873053,"0.843482","0.868873","8 out of 10","8 out of 9","8 out of 10",0.883421,0.907656,"0.882239","0.868341","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.881872","0.885357","1 out of 10","1 out of 9","1 out of 10",0.964542,0.709498,"1.350170","0.634100","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.564","1.018","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.140","0.645","3 out of 10","0 out of 9","3 out of 10","0 out of 10",0.824,0,"1.120","1.059","0 out of 10","0 out of 9","0 out of 10",0.71,0,"Not Available","0.769","0 out of 10","Not Available","0 out of 10",0.767,0,"0.692","2.512","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.817","0.907","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
190020,0.850916,0.873053,"0.852820","0.868401","8 out of 10","7 out of 9","8 out of 10",0.883421,0.907656,"0.863228","0.856995","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.869992","0.852271","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"0.942336","0.623058","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.997","0.000","10 out of 10","9 out of 9","10 out of 10",0.906,0,"0.590","1.110","0 out of 10","0 out of 9","0 out of 10","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.000","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.329","0.111","8 out of 10","6 out of 9","8 out of 10",0.020408,0,"0.011111","0.000000","10 out of 10","9 out of 9","10 out of 10"
