"Provider.Number","MORT.30.AMI.Achievement.Threshold","MORT.30.AMI.Benchmark","MORT.30.AMI.Baseline.Rate","MORT.30.AMI.Performance.Rate","MORT.30.AMI.Achievement.Points","MORT.30.AMI.Improvement.Points","MORT.30.AMI.Measure.Score","MORT.30.HF.Achievement.Threshold","MORT.30.HF.Benchmark","MORT.30.HF.Baseline.Rate","MORT.30.HF.Performance.Rate","MORT.30.HF.Achievement.Points","MORT.30.HF.Improvement.Points","MORT.30.HF.Measure.Score","MORT.30.PN.Achievement.Threshold","MORT.30.PN.Benchmark","MORT.30.PN.Baseline.Rate","MORT.30.PN.Performance.Rate","MORT.30.PN.Achievement.Points","MORT.30.PN.Improvement.Points","MORT.30.PN.Measure.Score","PSI.90.Achievement.Threshold","PSI.90.Benchmark","PSI.90.Baseline.Rate","PSI.90.Performance.Rate","PSI.90.Achievement.Points","PSI.90.Improvement.Points","PSI.90.Measure.Score","HAI.1.Achievement.Threshold","HAI.1.Benchmark","HAI.1.Baseline.Rate","HAI.1.Performance.Rate","HAI.1.Achievement.Points","HAI.1.Improvement.Points","HAI.1.Measure.Score","HAI.2.Achievement.Threshold","HAI.2.Benchmark","HAI.2.Baseline.Rate","HAI.2.Performance.Rate","HAI.2.Achievement.Points","HAI.2.Improvement.Points","HAI.2.Measure.Score","Combined.SSI.Measure.Score","HAI.3.Achievement.Threshold","HAI.3.Benchmark","HAI.3.Baseline.Rate","HAI.3.Performance.Rate","HAI.3.Achievement.Points","HAI.3.Improvement.Points","HAI.3.Measure.Score","HAI.4.Achievement.Threshold","HAI.4.Benchmark","HAI.4.Baseline.Rate","HAI.4.Performance.Rate","HAI.4.Achievement.Points","HAI.4.Improvement.Points","HAI.4.Measure.Score","HAI.5.Achievement.Threshold","HAI.5.Benchmark","HAI.5.Baseline.Rate","HAI.5.Performance.Rate","HAI.5.Achievement.Points","HAI.5.Improvement.Points","HAI.5.Measure.Score","HAI.6.Achievement.Threshold","HAI.6.Benchmark","HAI.6.Baseline.Rate","HAI.6.Performance.Rate","HAI.6.Achievement.Points","HAI.6.Improvement.Points","HAI.6.Measure.Score","PC.01.Achievement.Threshold","PC.01.Benchmark","PC.01.Baseline.Rate","PC.01.Performance.Rate","PC.01.Achievement.Points","PC.01.Improvement.Points","PC.01.Measure.Score"
10069,0.850916,0.873053,"0.845024","0.854524","Not Available","Not Available","Not Available",0.883421,0.907656,"0.850585","0.886919","2 out of 10","6 out of 9","6 out of 10",0.88286,0.9079,"0.843092","0.882626","0 out of 10","6 out of 9","6 out of 10",0.964542,0.709498,"0.890548","0.603332","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"Not Available","0.430","5 out of 10","Not Available","5 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
10073,0.850916,0.873053,"0.850775","0.864227","Not Available","Not Available","Not Available",0.883421,0.907656,"0.864465","0.860023","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.875492","0.869725","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"0.958448","0.600914","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.000","0.883","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
10078,0.850916,0.873053,"0.842590","0.880914","10 out of 10","9 out of 9","10 out of 10",0.883421,0.907656,"0.892025","0.869618","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.864715","0.882134","0 out of 10","4 out of 9","4 out of 10",0.964542,0.709498,"1.034623","0.805485","6 out of 10","7 out of 9","7 out of 10",0.369,0,"0.576","1.051","0 out of 10","0 out of 9","0 out of 10",0.906,0,"1.440","0.650","3 out of 10","5 out of 9","5 out of 10","10 out of 10",0.824,0,"0.237","0.000","10 out of 10","9 out of 9","10 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"1.277","1.694","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.726","0.228","7 out of 10","6 out of 9","7 out of 10",0.020408,0,"0.000000","0.042553","0 out of 10","0 out of 9","0 out of 10"
10079,0.850916,0.873053,"0.847725","0.864565","Not Available","Not Available","Not Available",0.883421,0.907656,"0.895580","0.886675","2 out of 10","0 out of 9","2 out of 10",0.88286,0.9079,"0.884359","0.872982","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"0.884435","0.656859","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"0.971","0.000","10 out of 10","9 out of 9","10 out of 10","1 out of 10",0.824,0,"Not Available","0.767","1 out of 10","Not Available","1 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.922","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.647","0.671","2 out of 10","0 out of 9","2 out of 10",0.020408,0,"0.000000","0.026316","0 out of 10","0 out of 9","0 out of 10"
10083,0.850916,0.873053,"0.841218","0.862509","5 out of 10","6 out of 9","6 out of 10",0.883421,0.907656,"0.860453","0.891173","3 out of 10","6 out of 9","6 out of 10",0.88286,0.9079,"0.894350","0.901642","7 out of 10","5 out of 9","7 out of 10",0.964542,0.709498,"1.201430","0.710882","9 out of 10","9 out of 9","9 out of 10",0.369,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.906,0,"0.000","0.624","3 out of 10","0 out of 9","3 out of 10","0 out of 10",0.824,0,"Not Available","1.543","0 out of 10","Not Available","0 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","0.000","10 out of 10","Not Available","10 out of 10",0.805,0.004,"0.488","0.703","2 out of 10","0 out of 9","2 out of 10",0.020408,0,"0.000000","0.016949","2 out of 10","0 out of 9","2 out of 10"
10085,0.850916,0.873053,"0.841705","0.853602","2 out of 10","3 out of 9","3 out of 10",0.883421,0.907656,"0.873919","0.884887","1 out of 10","3 out of 9","3 out of 10",0.88286,0.9079,"0.873620","0.872215","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"1.052222","0.733758","9 out of 10","9 out of 9","9 out of 10",0.369,0,"0.477","0.000","10 out of 10","9 out of 9","10 out of 10",0.906,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10","8 out of 10",0.824,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.71,0,"1.540","1.957","0 out of 10","0 out of 9","0 out of 10",0.767,0,"1.217","0.740","1 out of 10","3 out of 9","3 out of 10",0.805,0.004,"0.600","0.253","7 out of 10","5 out of 9","7 out of 10",0.020408,0,"0.113333","0.068966","0 out of 10","3 out of 9","3 out of 10"
10086,0.850916,0.873053,"0.857939","0.861560","Not Available","Not Available","Not Available",0.883421,0.907656,"0.879099","0.876699","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.873827","0.896451","5 out of 10","6 out of 9","6 out of 10",0.964542,0.709498,"0.883576","0.591520","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.750","0.524","4 out of 10","3 out of 9","4 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
10087,0.850916,0.873053,"0.847883","0.866660","Not Available","Not Available","Not Available",0.883421,0.907656,"0.870891","0.881032","0 out of 10","Not Available","0 out of 10",0.88286,0.9079,"0.866646","0.894859","Not Available","Not Available","Not Available",0.964542,0.709498,"1.126578","0.627942","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.788","0.966","0 out of 10","0 out of 9","0 out of 10",0.906,0,"1.555","0.702","3 out of 10","5 out of 9","5 out of 10","0 out of 10",0.824,0,"0.000","2.996","0 out of 10","0 out of 9","0 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"2.414","2.167","0 out of 10","1 out of 9","1 out of 10",0.805,0.004,"0.617","0.831","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
10089,0.850916,0.873053,"0.839996","0.872434","9 out of 10","9 out of 9","9 out of 10",0.883421,0.907656,"0.885934","0.873180","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.889497","0.874448","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"0.742655","0.549897","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"1.203","0.000","10 out of 10","9 out of 9","10 out of 10","10 out of 10",0.824,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.534","0.891","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.830","0.802","1 out of 10","0 out of 9","1 out of 10",0.020408,0,"0.017857","0.011494","4 out of 10","3 out of 9","4 out of 10"
10090,0.850916,0.873053,"0.842783","0.850554","0 out of 10","2 out of 9","2 out of 10",0.883421,0.907656,"0.863595","0.838917","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.889604","0.887175","2 out of 10","0 out of 9","2 out of 10",0.964542,0.709498,"0.978684","0.656938","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.068","0.327","2 out of 10","0 out of 9","2 out of 10",0.906,0,"0.468","0.349","6 out of 10","2 out of 9","6 out of 10","3 out of 10",0.824,0,"1.068","1.792","0 out of 10","0 out of 9","0 out of 10",0.71,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.767,0,"1.742","0.845","0 out of 10","5 out of 9","5 out of 10",0.805,0.004,"0.505","0.500","4 out of 10","0 out of 9","4 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
10091,0.850916,0.873053,"0.849428","0.870643","Not Available","Not Available","Not Available",0.883421,0.907656,"0.893809","0.888118","2 out of 10","0 out of 9","2 out of 10",0.88286,0.9079,"0.887837","0.891381","4 out of 10","1 out of 9","4 out of 10",0.964542,0.709498,"0.972435","0.633010","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.020408,0,"0.019608","0.046512","0 out of 10","0 out of 9","0 out of 10"
10092,0.850916,0.873053,"0.854272","0.843675","0 out of 10","0 out of 9","0 out of 10",0.883421,0.907656,"0.875481","0.876122","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.879482","0.880084","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"1.203740","0.612862","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.343","0.786","0 out of 10","0 out of 9","0 out of 10",0.906,0,"1.240","0.340","6 out of 10","7 out of 9","7 out of 10","4 out of 10",0.824,0,"1.638","0.872","0 out of 10","4 out of 9","4 out of 10",0.71,0,"0.652","0.554","2 out of 10","1 out of 9","2 out of 10",0.767,0,"0.917","0.773","0 out of 10","1 out of 9","1 out of 10",0.805,0.004,"0.783","0.650","2 out of 10","1 out of 9","2 out of 10",0.020408,0,"0.021505","0.036364","0 out of 10","0 out of 9","0 out of 10"
10097,0.850916,0.873053,"0.857585","0.866441","Not Available","Not Available","Not Available",0.883421,0.907656,"0.892252","0.891291","3 out of 10","0 out of 9","3 out of 10",0.88286,0.9079,"0.885287","0.896645","5 out of 10","5 out of 9","5 out of 10",0.964542,0.709498,"0.928216","0.623456","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
10099,0.850916,0.873053,"0.843915","0.849205","Not Available","Not Available","Not Available",0.883421,0.907656,"0.867724","0.876187","0 out of 10","2 out of 9","2 out of 10",0.88286,0.9079,"0.855963","0.841166","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"1.014413","0.640778","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.809","2.322","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.000000","0.022222","0 out of 10","0 out of 9","0 out of 10"
10100,0.850916,0.873053,"0.832869","0.870557","8 out of 10","9 out of 9","9 out of 10",0.883421,0.907656,"0.864107","0.881142","0 out of 10","3 out of 9","3 out of 10",0.88286,0.9079,"0.862185","0.882933","1 out of 10","4 out of 9","4 out of 10",0.964542,0.709498,"1.431724","0.636113","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.000","0.182","5 out of 10","0 out of 9","5 out of 10",0.906,0,"0.318","0.259","7 out of 10","1 out of 9","7 out of 10","3 out of 10",0.824,0,"0.565","1.232","0 out of 10","0 out of 9","0 out of 10",0.71,0,"Not Available","0.000","10 out of 10","Not Available","10 out of 10",0.767,0,"1.154","1.297","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.285","0.155","8 out of 10","4 out of 9","8 out of 10",0.020408,0,"0.068571","0.051613","0 out of 10","2 out of 9","2 out of 10"
10101,0.850916,0.873053,"0.834184","0.866936","Not Available","Not Available","Not Available",0.883421,0.907656,"0.854612","0.874904","0 out of 10","3 out of 9","3 out of 10",0.88286,0.9079,"0.887007","0.862758","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"0.911487","0.619910","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"0.000","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.000","0.308","6 out of 10","0 out of 9","6 out of 10",0.020408,0,"0.032258","0.000000","10 out of 10","9 out of 9","10 out of 10"
10103,0.850916,0.873053,"0.852619","0.837421","0 out of 10","0 out of 9","0 out of 10",0.883421,0.907656,"0.882431","0.886381","2 out of 10","1 out of 9","2 out of 10",0.88286,0.9079,"0.863724","0.840911","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"0.926600","0.658869","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.603","0.531","0 out of 10","1 out of 9","1 out of 10",0.906,0,"0.810","0.707","2 out of 10","1 out of 9","2 out of 10","8 out of 10",0.824,0,"0.170","0.177","8 out of 10","0 out of 9","8 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"1.798","1.253","0 out of 10","3 out of 9","3 out of 10",0.805,0.004,"0.844","0.732","1 out of 10","1 out of 9","1 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
10104,0.850916,0.873053,"0.835428","0.860721","4 out of 10","6 out of 9","6 out of 10",0.883421,0.907656,"0.867060","0.880598","0 out of 10","3 out of 9","3 out of 10",0.88286,0.9079,"0.851964","0.885282","1 out of 10","5 out of 9","5 out of 10",0.964542,0.709498,"1.389399","0.886455","3 out of 10","7 out of 9","7 out of 10",0.369,0,"0.313","0.224","4 out of 10","2 out of 9","4 out of 10",0.906,0,"0.699","0.337","6 out of 10","5 out of 9","6 out of 10","10 out of 10",0.824,0,"0.232","0.000","10 out of 10","9 out of 9","10 out of 10",0.71,0,"Not Available","0.000","10 out of 10","Not Available","10 out of 10",0.767,0,"2.236","0.785","0 out of 10","6 out of 9","6 out of 10",0.805,0.004,"0.746","0.301","6 out of 10","5 out of 9","6 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
10108,0.850916,0.873053,"0.861240","0.867134","7 out of 10","4 out of 9","7 out of 10",0.883421,0.907656,"0.884436","0.906354","9 out of 10","9 out of 9","9 out of 10",0.88286,0.9079,"0.859990","0.879444","0 out of 10","4 out of 9","4 out of 10",0.964542,0.709498,"0.946502","0.577004","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0 out of 10",0.824,0,"Not Available","1.692","0 out of 10","Not Available","0 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.748","0.966","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
